layer,from_account,to_account,amount,case_id
4,A926093,A195421,197684.74,C21
5,A195421,CRYPTO8446,182738.9,C21
1,A642675,A527198,171983.6,C21
2,A527198,A409326,64176.88,C21
3,A409326,A708143,191709.06,C21
4,A708143,CRYPTO7759,198897.86,C21
1,A475598,A815158,82200.97,C21
2,A815158,A864157,113280.85,C21
3,A864157,A599151,15648.69,C21
4,A599151,CRYPTO9992,141870.38,C21
1,A766039,A803850,177949.24,C21
2,A803850,A892005,56286.15,C21
3,A892005,A305570,9552.35,C21
4,A305570,CRYPTO7586,133004.05,C21
1,A156536,A973903,148529.44,C21
2,A973903,A616892,156216.21,C21
3,A616892,A996242,79910.7,C21
4,A996242,A412347,8769.68,C21
5,A412347,CRYPTO8327,159421.37,C21
1,A415086,A759679,6959.41,C21
2,A759679,A398268,6574.98,C21
3,A398268,CRYPTO6256,164664.38,C21
1,A569150,A186435,33696.69,C21
2,A186435,A876576,152757.76,C21
3,A876576,CRYPTO7139,108942.26,C21
1,A540343,A231235,40997.88,C21
2,A231235,A295472,119973.47,C21
3,A295472,A382302,103092.72,C21
4,A382302,CRYPTO3725,190744.32,C21
1,A648949,A367372,155800.37,C21
2,A367372,A537766,84925.42,C21
3,A537766,A337637,110305.23,C21
4,A337637,A254635,31406.62,C21
5,A254635,A658811,86577.36,C21
6,A658811,CRYPTO7928,164515.01,C21
1,A721500,A586419,55727.96,C21
2,A586419,A106083,58458.26,C21
3,A106083,CRYPTO7027,114925.43,C21
1,A902236,A146573,191024.07,C22
2,A146573,A735129,198704.19,C22
3,A735129,CRYPTO4358,35573.76,C22
1,A469967,A916519,168486.97,C22
2,A916519,A138154,118497.24,C22
3,A138154,A653962,132785.67,C22
4,A653962,CRYPTO3822,120356.34,C22
1,A996620,A887845,143073.44,C22
2,A887845,A110047,7926.15,C22
3,A110047,CRYPTO1654,125907.72,C22
1,A110145,A864205,140575.78,C22
2,A864205,A636082,171681.64,C22
3,A636082,A835246,133868.11,C22
4,A835246,CRYPTO4504,20924.06,C22
1,A104323,A162832,19896.14,C22
2,A162832,A334488,53139.87,C22
3,A334488,A283161,149624.13,C22
4,A283161,CRYPTO6708,148331.07,C22
1,A735847,A895398,38254.38,C22
2,A895398,A269678,113698.44,C22
3,A269678,A734914,72824.32,C22
4,A734914,A682937,127333.04,C22
5,A682937,CRYPTO1760,185885.99,C22
1,A459171,A460370,127726.97,C23
2,A460370,A598131,51864.6,C23
3,A598131,A244570,32081.79,C23
4,A244570,A782724,150878.63,C23
5,A782724,A866445,78646.49,C23
6,A866445,CRYPTO2156,96376.61,C23
1,A198946,A806971,91824.91,C23
2,A806971,A595936,30092.02,C23
3,A595936,A707163,35723.84,C23
4,A707163,A190280,175484.97,C23
5,A190280,A415253,114813.69,C23
6,A415253,CRYPTO7047,95473.62,C23
1,A178132,A683653,179458.83,C23
2,A683653,A213856,58250.14,C23
3,A213856,CRYPTO4727,169350.54,C23
1,A396856,A556609,43073.18,C23
2,A556609,A581386,107815.8,C23
3,A581386,CRYPTO4541,170051.54,C23
1,A574712,A375019,86104.3,C23
2,A375019,A984280,95529.67,C23
3,A984280,A732275,104273.54,C23
4,A732275,A766920,90077.86,C23
5,A766920,A968388,50207.47,C23
6,A968388,CRYPTO3903,191969.99,C23
1,A572226,A590241,40918.67,C23
2,A590241,A567658,153053.72,C23
3,A567658,A621182,134393.03,C23
4,A621182,A342314,167574.31,C23
5,A342314,CRYPTO3019,146279.53,C23
1,A937797,A436096,108375.14,C23
2,A436096,A352060,8838.78,C23
3,A352060,A593311,57888.45,C23
4,A593311,A222432,86030.63,C23
5,A222432,A461202,109166.22,C23
6,A461202,CRYPTO8171,118296.24,C23
1,A250870,A925183,39129.99,C23
2,A925183,A428986,138357.97,C23
3,A428986,A235484,132814.26,C23
4,A235484,A321194,194417.24,C23
5,A321194,A899549,198976.05,C23
6,A899549,CRYPTO6927,53504.95,C23
1,A181828,A691899,58741.63,C24
2,A691899,A315221,102604.59,C24
3,A315221,CRYPTO9804,74997.79,C24
1,A904787,A712223,157659.76,C24
2,A712223,A751303,70450.26,C24
3,A751303,A395149,49539.73,C24
4,A395149,A185687,114547.87,C24
5,A185687,A327697,11017.04,C24
6,A327697,CRYPTO4570,183739.12,C24
1,A373577,A803824,35327.52,C24
2,A803824,A850355,199968.31,C24
3,A850355,CRYPTO2572,86582.31,C24
1,A729454,A669132,61240.86,C24
2,A669132,A107213,123019.14,C24
3,A107213,A289294,63508.31,C24
4,A289294,A715759,25790.65,C24
5,A715759,CRYPTO4849,96494.51,C24
1,A511873,A544529,124815.56,C24
2,A544529,A266019,11226.98,C24
3,A266019,A220213,33015.19,C24
4,A220213,A367965,191435.99,C24
5,A367965,CRYPTO8767,138860.75,C24
1,A420944,A811425,120336.93,C24
2,A811425,A109936,121946.95,C24
3,A109936,CRYPTO7375,50350.05,C24
1,A407537,A755633,173243.23,C25
2,A755633,A995775,70436.67,C25
3,A995775,A102679,61041.71,C25
4,A102679,A889451,156689.34,C25
5,A889451,A615084,128859.76,C25
6,A615084,CRYPTO2857,149275.72,C25
1,A898852,A149906,182176.26,C25
2,A149906,A807938,81605.48,C25
3,A807938,A486652,108140.12,C25
4,A486652,A892385,122672.33,C25
5,A892385,A556583,5730.39,C25
6,A556583,CRYPTO3818,55474.06,C25
1,A101531,A337189,166336.55,C25
2,A337189,A109180,170213.5,C25
3,A109180,A291733,5954.5,C25
4,A291733,CRYPTO6176,43709.45,C25
1,A798986,A963170,59108.61,C25
2,A963170,A996386,17438.75,C25
3,A996386,A912939,184908.64,C25
4,A912939,A174637,16196.8,C25
5,A174637,A553627,19333.01,C25
6,A553627,CRYPTO3322,115170.16,C25
1,A980116,A981959,151021.69,C25
2,A981959,A807938,41066.39,C25
3,A807938,A996467,179596.52,C25
4,A996467,A130310,186721.77,C25
5,A130310,CRYPTO1349,38266.71,C25
1,A215106,A280201,12921.25,C25
2,A280201,A647053,16344.75,C25
3,A647053,A303797,68313.66,C25
4,A303797,A573339,11758.8,C25
5,A573339,A898453,188200.85,C25
6,A898453,CRYPTO5703,66316.43,C25
1,A510878,A510447,103329.03,C26
2,A510447,A756470,186568.78,C26
3,A756470,A149967,153984.36,C26
4,A149967,A951922,100059.2,C26
5,A951922,A524126,145585.58,C26
6,A524126,CRYPTO1650,149946.53,C26
1,A806263,A684531,196246.0,C26
2,A684531,A709936,150748.69,C26
3,A709936,CRYPTO4812,114282.35,C26
1,A348250,A283550,193818.4,C26
2,A283550,A515297,50545.56,C26
3,A515297,A247715,195258.97,C26
4,A247715,A983760,83404.39,C26
5,A983760,A548133,122927.25,C26
6,A548133,CRYPTO3312,81155.58,C26
1,A280033,A354615,116903.91,C26
2,A354615,A310317,104946.65,C26
3,A310317,CRYPTO6520,118048.16,C26
1,A102452,A789838,98414.42,C26
2,A789838,A832824,33717.89,C26
3,A832824,CRYPTO1133,142675.48,C26
1,A635743,A978431,68122.03,C26
2,A978431,A889298,111568.16,C26
3,A889298,A972356,124212.37,C26
4,A972356,CRYPTO9308,131327.2,C26
1,A135407,A500496,112448.65,C26
2,A500496,A828887,134233.05,C26
3,A828887,A520573,58149.64,C26
4,A520573,A510093,168932.16,C26
5,A510093,CRYPTO7674,152219.33,C26
1,A990136,A650139,20737.56,C26
2,A650139,A633618,25219.53,C26
3,A633618,CRYPTO7753,32228.5,C26
1,A280110,A775037,126226.21,C26
2,A775037,A342011,53407.32,C26
3,A342011,CRYPTO7399,76510.19,C26
1,A995674,A344978,11892.67,C26
2,A344978,A928708,194115.92,C26
3,A928708,CRYPTO3380,143638.11,C26
1,A995790,A155041,25185.56,C27
2,A155041,A214144,69288.1,C27
3,A214144,A242024,31251.9,C27
4,A242024,CRYPTO4351,140632.17,C27
1,A931961,A239320,192625.8,C27
2,A239320,A832012,164888.46,C27
3,A832012,A759124,33295.15,C27
4,A759124,CRYPTO4440,144517.46,C27
1,A788628,A949348,105545.84,C27
2,A949348,A335923,118219.33,C27
3,A335923,A279189,42526.74,C27
4,A279189,A772363,54723.74,C27
5,A772363,A978997,142826.37,C27
6,A978997,CRYPTO9356,145315.93,C27
1,A851956,A530088,164902.93,C27
2,A530088,A781190,141243.55,C27
3,A781190,A784277,58167.84,C27
4,A784277,CRYPTO4977,14459.77,C27
1,A916427,A371742,95355.39,C27
2,A371742,A434850,145113.88,C27
3,A434850,A429815,195496.9,C27
4,A429815,A190268,91020.51,C27
5,A190268,CRYPTO4071,8709.86,C27
1,A603471,A927261,95379.85,C27
2,A927261,A248463,60325.7,C27
3,A248463,A122409,57300.84,C27
4,A122409,CRYPTO8651,74227.21,C27
1,A478867,A593436,129819.34,C27
2,A593436,A725811,10655.36,C27
3,A725811,A128799,100688.7,C27
4,A128799,CRYPTO9196,66130.7,C27
1,A743445,A260611,141938.74,C27
2,A260611,A907658,124597.54,C27
3,A907658,A569895,177542.8,C27
4,A569895,CRYPTO7272,101062.92,C27
1,A528218,A845274,166727.47,C27
2,A845274,A968294,196598.45,C27
3,A968294,A482186,165348.48,C27
4,A482186,CRYPTO6841,49992.39,C27
1,A220348,A965282,195724.37,C27
2,A965282,A170564,145512.02,C27
3,A170564,A215837,148658.35,C27
4,A215837,A129483,33084.17,C27
5,A129483,CRYPTO8069,145013.99,C27
1,A783265,A551169,137719.49,C28
2,A551169,A342699,5174.84,C28
3,A342699,A601942,185563.86,C28
4,A601942,CRYPTO4433,41182.29,C28
1,A145575,A791437,5697.11,C28
2,A791437,A434030,122812.25,C28
3,A434030,CRYPTO8919,44430.93,C28
1,A693081,A792480,63945.78,C28
2,A792480,A172205,55733.46,C28
3,A172205,A286940,98212.66,C28
4,A286940,A532053,151101.25,C28
5,A532053,A997403,104206.43,C28
6,A997403,CRYPTO8890,45175.79,C28
1,A604185,A469239,136998.38,C28
2,A469239,A430720,65055.12,C28
3,A430720,A233894,7029.97,C28
4,A233894,A571950,15248.89,C28
5,A571950,A707909,9497.05,C28
6,A707909,CRYPTO4293,67329.99,C28
1,A670443,A411304,34389.91,C28
2,A411304,A274769,74839.4,C28
3,A274769,A556053,72402.88,C28
4,A556053,A625812,10021.14,C28
5,A625812,A760545,78537.31,C28
6,A760545,CRYPTO6245,134618.32,C28
1,A702722,A481129,185715.98,C28
2,A481129,A203824,80447.75,C28
3,A203824,A426984,160993.89,C28
4,A426984,CRYPTO2160,49303.28,C28
1,A819928,A959851,106340.25,C28
2,A959851,A211610,149094.6,C28
3,A211610,A474026,34913.42,C28
4,A474026,CRYPTO6090,33348.24,C28
1,A617574,A510741,37065.39,C28
2,A510741,A649908,165546.77,C28
3,A649908,CRYPTO3276,84557.16,C28
1,A978852,A321567,196583.63,C28
2,A321567,A862199,108343.08,C28
3,A862199,A171505,172198.59,C28
4,A171505,CRYPTO6949,180781.99,C28
1,A435402,A837508,101721.43,C28
2,A837508,A546090,104958.74,C28
3,A546090,CRYPTO6464,125019.19,C28
1,A189102,A469215,155617.1,C29
2,A469215,A694020,108087.49,C29
3,A694020,A810415,134662.49,C29
4,A810415,A548980,158920.48,C29
5,A548980,A569539,108178.67,C29
6,A569539,CRYPTO8680,144916.34,C29
1,A404003,A706930,95787.64,C29
2,A706930,A958611,195630.95,C29
3,A958611,A465042,64947.6,C29
4,A465042,CRYPTO2019,53280.35,C29
1,A598733,A933400,93456.37,C29
2,A933400,A100241,88229.24,C29
3,A100241,A186229,85225.54,C29
4,A186229,A883190,141525.95,C29
5,A883190,CRYPTO2788,81246.95,C29
1,A536587,A840265,21166.65,C29
2,A840265,A626187,38995.78,C29
3,A626187,A818204,156333.35,C29
4,A818204,A867513,168366.5,C29
5,A867513,CRYPTO7779,64371.65,C29
1,A479210,A933027,99923.98,C29
2,A933027,A753779,137580.38,C29
3,A753779,A942728,159892.17,C29
4,A942728,A444462,156345.72,C29
5,A444462,A444322,169620.2,C29
6,A444322,CRYPTO1227,168057.63,C29
1,A281042,A618629,78469.31,C29
2,A618629,A556919,48835.49,C29
3,A556919,A390090,30636.41,C29
4,A390090,CRYPTO9934,43043.37,C29
1,A321515,A746444,67919.75,C30
2,A746444,A834105,180154.15,C30
3,A834105,A567699,147030.68,C30
4,A567699,CRYPTO8802,65579.8,C30
1,A854169,A893203,148729.89,C30
2,A893203,A932606,160122.12,C30
3,A932606,A856163,73910.95,C30
4,A856163,A392554,97092.21,C30
5,A392554,A320941,121050.48,C30
6,A320941,CRYPTO2197,41390.25,C30
1,A697368,A608655,116011.09,C30
2,A608655,A570178,127902.62,C30
3,A570178,A292270,151762.55,C30
4,A292270,CRYPTO3490,28247.17,C30
1,A545504,A802349,135571.83,C30
2,A802349,A400579,152678.65,C30
3,A400579,A643849,88862.2,C30
4,A643849,CRYPTO7051,165675.56,C30
1,A820374,A682735,70171.02,C30
2,A682735,A368356,102866.99,C30
3,A368356,A697624,64058.02,C30
4,A697624,A989723,94057.55,C30
5,A989723,CRYPTO4870,175249.79,C30
1,A891969,A223908,72135.23,C30
2,A223908,A647680,35955.99,C30
3,A647680,A882730,153614.98,C30
4,A882730,A271710,197511.8,C30
5,A271710,A966001,111114.0,C30
6,A966001,CRYPTO5743,56167.88,C30
1,A837291,A181713,33249.18,C30
2,A181713,A719442,138268.98,C30
3,A719442,A264373,143251.15,C30
4,A264373,A891233,179362.22,C30
5,A891233,CRYPTO6468,10338.36,C30
1,A961818,A645237,38722.64,C30
2,A645237,A153211,95158.47,C30
3,A153211,A407937,141447.92,C30
4,A407937,A917780,194335.78,C30
5,A917780,A819542,8179.25,C30
6,A819542,CRYPTO3121,74952.79,C30
1,A919926,A468856,167183.17,C30
2,A468856,A191459,150335.1,C30
3,A191459,CRYPTO5303,37268.93,C30
1,A595172,A951398,87675.6,C30
2,A951398,A761860,187055.78,C30
3,A761860,A492034,109558.77,C30
4,A492034,CRYPTO4885,160417.29,C30
1,A514150,A956726,180596.38,C31
2,A956726,A660140,140531.79,C31
3,A660140,A927219,128460.7,C31
4,A927219,CRYPTO8130,196453.06,C31
1,A822525,A971513,9340.26,C31
2,A971513,A452688,50511.54,C31
3,A452688,A104590,33074.61,C31
4,A104590,A411059,198106.59,C31
5,A411059,CRYPTO3572,20994.8,C31
1,A779282,A267708,177787.68,C31
2,A267708,A343472,186366.3,C31
3,A343472,A630958,192114.91,C31
4,A630958,CRYPTO5923,186111.77,C31
1,A368526,A758190,61572.66,C31
2,A758190,A902938,103456.86,C31
3,A902938,CRYPTO7148,172000.64,C31
1,A453103,A538292,156544.37,C31
2,A538292,A548446,87528.18,C31
3,A548446,A173721,103993.67,C31
4,A173721,A393624,135111.47,C31
5,A393624,CRYPTO8815,89818.24,C31
1,A474248,A866015,189546.2,C31
2,A866015,A789430,138199.43,C31
3,A789430,A230059,125443.58,C31
4,A230059,A712068,71756.7,C31
5,A712068,A831850,177579.82,C31
6,A831850,CRYPTO7512,6266.98,C31
1,A298966,A535165,46665.36,C31
2,A535165,A389323,199870.53,C31
3,A389323,A161682,9108.1,C31
4,A161682,A670274,119552.99,C31
5,A670274,A237144,100929.48,C31
6,A237144,CRYPTO9749,103165.25,C31
1,A979129,A141980,75376.42,C31
2,A141980,A335132,160240.74,C31
3,A335132,CRYPTO8267,72965.39,C31
1,A928960,A208444,63084.45,C31
2,A208444,A642090,98257.51,C31
3,A642090,A313100,140611.82,C31
4,A313100,CRYPTO7243,112586.54,C31
1,A420989,A646711,116188.81,C32
2,A646711,A141426,58228.76,C32
3,A141426,CRYPTO5316,135748.46,C32
1,A116009,A783990,115855.76,C32
2,A783990,A717377,164918.37,C32
3,A717377,A268019,122132.03,C32
4,A268019,A924702,36004.05,C32
5,A924702,CRYPTO2703,71990.6,C32
1,A587131,A118243,87176.29,C32
2,A118243,A767341,95517.04,C32
3,A767341,A218880,57306.83,C32
4,A218880,A301348,92365.84,C32
5,A301348,CRYPTO4511,89140.55,C32
1,A770349,A396952,110881.33,C32
2,A396952,A582765,153266.5,C32
3,A582765,CRYPTO1306,148979.15,C32
1,A223642,A757769,101933.14,C32
2,A757769,A803115,124158.89,C32
3,A803115,A145204,5769.39,C32
4,A145204,CRYPTO2878,192424.82,C32
1,A517080,A489445,169307.08,C32
2,A489445,A739991,179886.74,C32
3,A739991,A220984,63622.92,C32
4,A220984,A123272,91199.72,C32
5,A123272,A799868,51712.04,C32
6,A799868,CRYPTO4048,177359.99,C32
1,A152391,A801528,29917.3,C32
2,A801528,A530313,24031.84,C32
3,A530313,A775340,96566.22,C32
4,A775340,CRYPTO1859,39265.4,C32
1,A214224,A990150,57780.48,C32
2,A990150,A775327,166816.51,C32
3,A775327,A933887,110649.62,C32
4,A933887,A740141,29846.92,C32
5,A740141,A464903,59651.42,C32
6,A464903,CRYPTO3057,95960.9,C32
1,A206345,A627619,187131.52,C33
2,A627619,A537130,195066.22,C33
3,A537130,A247433,155914.29,C33
4,A247433,A101050,76223.98,C33
5,A101050,A444213,154975.49,C33
6,A444213,CRYPTO5434,7156.72,C33
1,A826672,A556236,83775.17,C33
2,A556236,A946573,103829.33,C33
3,A946573,A110161,43049.12,C33
4,A110161,A146542,174576.25,C33
5,A146542,CRYPTO5181,7476.62,C33
1,A474719,A172898,76770.3,C33
2,A172898,A287440,88099.57,C33
3,A287440,A681783,88109.56,C33
4,A681783,CRYPTO4751,121556.84,C33
1,A250240,A830608,104070.0,C33
2,A830608,A431888,142724.01,C33
3,A431888,A708382,69453.45,C33
4,A708382,A507750,155987.57,C33
5,A507750,CRYPTO1514,180889.27,C33
1,A519983,A529119,82778.93,C33
2,A529119,A505109,170366.7,C33
3,A505109,A832539,148204.24,C33
4,A832539,A250393,128005.71,C33
5,A250393,CRYPTO8765,12984.79,C33
1,A964774,A914118,136579.63,C33
2,A914118,A953543,51901.15,C33
3,A953543,A911351,26001.06,C33
4,A911351,A950282,6535.23,C33
5,A950282,A674961,40815.58,C33
6,A674961,CRYPTO5534,83890.62,C33
1,A500955,A342529,121265.56,C33
2,A342529,A966628,178742.37,C33
3,A966628,A939022,20360.88,C33
4,A939022,CRYPTO3157,42788.96,C33
1,A895310,A449125,120462.6,C33
2,A449125,A668374,88831.17,C33
3,A668374,A790577,77611.77,C33
4,A790577,CRYPTO4511,145211.66,C33
1,A632684,A891432,75076.44,C34
2,A891432,A117328,157720.95,C34
3,A117328,A529947,171909.9,C34
4,A529947,A961921,18010.76,C34
5,A961921,A582803,88831.92,C34
6,A582803,CRYPTO8121,65575.7,C34
1,A771389,A423817,109665.3,C34
2,A423817,A584535,80165.89,C34
3,A584535,A680902,72517.0,C34
4,A680902,CRYPTO9713,74429.44,C34
1,A744932,A718468,15295.54,C34
2,A718468,A102811,179365.07,C34
3,A102811,CRYPTO2461,127225.99,C34
1,A444279,A871799,170615.12,C34
2,A871799,A973199,98539.44,C34
3,A973199,CRYPTO6150,198376.31,C34
1,A200926,A723111,153158.51,C34
2,A723111,A521848,175802.86,C34
3,A521848,CRYPTO4762,90287.65,C34
1,A559135,A480188,18594.47,C35
2,A480188,A905307,98900.25,C35
3,A905307,A213245,192333.87,C35
4,A213245,CRYPTO6243,105656.11,C35
1,A241052,A399328,177781.38,C35
2,A399328,A256276,84751.49,C35
3,A256276,A816954,169183.38,C35
4,A816954,CRYPTO6102,197752.21,C35
1,A583164,A725626,118140.59,C35
2,A725626,A517825,142521.27,C35
3,A517825,A514283,70270.7,C35
4,A514283,A668440,151317.56,C35
5,A668440,A411325,46713.22,C35
6,A411325,CRYPTO7426,74723.8,C35
1,A934215,A263248,95108.98,C35
2,A263248,A265063,7388.97,C35
3,A265063,CRYPTO8954,54487.67,C35
1,A565623,A765276,142887.85,C35
2,A765276,A893098,84254.47,C35
3,A893098,A175280,166933.34,C35
4,A175280,A969342,198134.07,C35
5,A969342,A341357,66479.18,C35
6,A341357,CRYPTO1016,100640.47,C35
1,A219583,A964673,85717.89,C35
2,A964673,A856227,41224.2,C35
3,A856227,A946894,83726.81,C35
4,A946894,A192580,180785.98,C35
5,A192580,CRYPTO7706,185666.34,C35
1,A319164,A953424,17163.9,C36
2,A953424,A906369,5158.85,C36
3,A906369,A363625,83379.83,C36
4,A363625,A254865,133476.63,C36
5,A254865,CRYPTO4702,11627.97,C36
1,A940574,A770765,78207.15,C36
2,A770765,A273558,39810.83,C36
3,A273558,A714460,12983.87,C36
4,A714460,A674824,90208.73,C36
5,A674824,CRYPTO3798,95303.79,C36
1,A119934,A384128,122808.76,C36
2,A384128,A136778,95611.81,C36
3,A136778,A946300,30592.33,C36
4,A946300,CRYPTO3406,165788.5,C36
1,A845109,A447906,57521.44,C36
2,A447906,A182524,74201.76,C36
3,A182524,A927917,147576.83,C36
4,A927917,CRYPTO6029,13462.5,C36
1,A744932,A868684,36661.81,C36
2,A868684,A508938,152297.43,C36
3,A508938,A729759,186817.95,C36
4,A729759,A854398,56796.9,C36
5,A854398,A433411,46871.14,C36
6,A433411,CRYPTO4504,87623.24,C36
1,A766627,A311239,102422.69,C36
2,A311239,A484689,146255.66,C36
3,A484689,A678189,195708.39,C36
4,A678189,A563050,70605.48,C36
5,A563050,A338953,172551.62,C36
6,A338953,CRYPTO8796,43251.91,C36
1,A773350,A919644,186119.62,C36
2,A919644,A366452,148695.31,C36
3,A366452,A545180,124346.76,C36
4,A545180,CRYPTO1183,168307.14,C36
1,A874575,A602310,159412.96,C37
2,A602310,A763613,38309.87,C37
3,A763613,A539697,76467.54,C37
4,A539697,CRYPTO5080,58295.82,C37
1,A970668,A866062,167397.82,C37
2,A866062,A242950,83663.63,C37
3,A242950,A990023,106969.63,C37
4,A990023,A994866,113802.49,C37
5,A994866,CRYPTO5371,136287.91,C37
1,A539328,A506388,142399.08,C37
2,A506388,A570574,10963.92,C37
3,A570574,A530920,61760.21,C37
4,A530920,A403617,123252.41,C37
5,A403617,A557100,126067.98,C37
6,A557100,CRYPTO5612,195966.03,C37
1,A601437,A690270,77523.57,C37
2,A690270,A697260,197234.6,C37
3,A697260,A588112,28670.65,C37
4,A588112,A579701,175923.68,C37
5,A579701,CRYPTO6624,132751.13,C37
1,A572140,A633016,120892.6,C37
2,A633016,A702589,102022.86,C37
3,A702589,A800331,18631.77,C37
4,A800331,A479382,34189.02,C37
5,A479382,CRYPTO6602,166633.3,C37
1,A375934,A612032,116869.9,C37
2,A612032,A945772,18389.33,C37
3,A945772,CRYPTO9968,168868.23,C37
1,A260401,A736680,86070.62,C37
2,A736680,A884453,97882.18,C37
3,A884453,CRYPTO8777,56825.82,C37
1,A363526,A322229,147368.16,C37
2,A322229,A560832,62441.37,C37
3,A560832,CRYPTO1123,159281.69,C37
1,A518211,A882014,163393.99,C37
2,A882014,A889985,25496.07,C37
3,A889985,A693376,78478.37,C37
4,A693376,A767472,190354.3,C37
5,A767472,CRYPTO7354,175150.53,C37
1,A572118,A397774,21333.86,C37
2,A397774,A170125,121280.11,C37
3,A170125,A226777,152549.3,C37
4,A226777,A693663,121926.86,C37
5,A693663,CRYPTO6872,102554.58,C37
1,A133903,A461657,24411.38,C38
2,A461657,A983796,100604.38,C38
3,A983796,A358333,114161.69,C38
4,A358333,CRYPTO3944,106033.9,C38
1,A702640,A171602,99318.09,C38
2,A171602,A724713,72279.81,C38
3,A724713,CRYPTO7380,76736.74,C38
1,A520443,A720323,80983.88,C38
2,A720323,A755061,192274.81,C38
3,A755061,A252058,181647.77,C38
4,A252058,A759705,22441.55,C38
5,A759705,A133393,183607.45,C38
6,A133393,CRYPTO2002,131969.84,C38
1,A879074,A607814,178772.25,C38
2,A607814,A918764,154507.89,C38
3,A918764,A601906,170675.17,C38
4,A601906,CRYPTO1446,93640.7,C38
1,A487305,A963640,65355.72,C38
2,A963640,A498141,167048.77,C38
3,A498141,A579604,42005.26,C38
4,A579604,A932930,176086.91,C38
5,A932930,CRYPTO1000,116307.88,C38
1,A851684,A893811,16818.42,C38
2,A893811,A629654,149940.76,C38
3,A629654,A172152,171839.5,C38
4,A172152,A431333,152497.88,C38
5,A431333,CRYPTO8004,130923.22,C38
1,A439129,A658675,143816.59,C38
2,A658675,A880188,131215.41,C38
3,A880188,CRYPTO5789,82112.32,C38
1,A792749,A702796,63445.84,C39
2,A702796,A363126,94136.05,C39
3,A363126,A605526,150634.73,C39
4,A605526,A257394,136724.83,C39
5,A257394,CRYPTO3176,196460.9,C39
1,A726010,A299965,89900.72,C39
2,A299965,A615430,114984.69,C39
3,A615430,A249922,135024.53,C39
4,A249922,A900125,196095.82,C39
5,A900125,CRYPTO8140,59991.65,C39
1,A782022,A485766,175400.19,C39
2,A485766,A466878,113400.71,C39
3,A466878,A699530,165868.7,C39
4,A699530,A143267,8046.21,C39
5,A143267,A187161,171857.07,C39
6,A187161,CRYPTO5942,165183.28,C39
1,A560334,A474248,188268.25,C39
2,A474248,A799506,72137.75,C39
3,A799506,A165236,46579.37,C39
4,A165236,A842620,6738.1,C39
5,A842620,A256599,40785.8,C39
6,A256599,CRYPTO6207,184945.62,C39
1,A589859,A635083,36837.34,C39
2,A635083,A683732,175639.77,C39
3,A683732,CRYPTO5995,13559.92,C39
1,A565894,A818763,103717.68,C39
2,A818763,A325846,127837.33,C39
3,A325846,A619768,68141.29,C39
4,A619768,A145957,30271.85,C39
5,A145957,A591260,96207.66,C39
6,A591260,CRYPTO6430,163396.78,C39
1,A328777,A371878,50909.08,C40
2,A371878,A900684,92288.15,C40
3,A900684,CRYPTO6096,127840.81,C40
1,A276162,A809810,53150.96,C40
2,A809810,A466392,166051.36,C40
3,A466392,A368888,106243.6,C40
4,A368888,A758704,142338.6,C40
5,A758704,CRYPTO6141,177887.22,C40
1,A921690,A341018,137714.96,C40
2,A341018,A235492,126176.77,C40
3,A235492,CRYPTO2614,193697.32,C40
1,A109469,A228723,115717.14,C40
2,A228723,A147356,84457.27,C40
3,A147356,A616353,190012.3,C40
4,A616353,A669015,180107.15,C40
5,A669015,A401320,119479.18,C40
6,A401320,CRYPTO9748,148536.61,C40
1,A483689,A833658,51697.85,C40
